Worksheet Filter,Measure Display,Number of Records,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,City,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,Period Begin,Period Duration,Period End,Price Drops,Price Drops Mom,Price Drops Yoy,Property Type,Region,Region Type,Sold Above List,Sold Above List Mom,Sold Above List Yoy,State,State Code,Table Id
Value,,1,1.018738891,1.6%,-1.4%,San Ramon,27,50.0%,35.0%,19,46.2%,-29.6%,9,-5,1,488.445199660,0.045272727,0.012413687,574900,0.045272727,0.095047619,477.386934673,0.051362574,-0.071774454,$570K,4.0%,9.1%,0.7,0,-0.7,23,9.5%,-30.3%,5/1/2017,30,5/31/2017,0.263157895,0.032388664,0.152046784,Condo/Co-op,"San Ramon, CA",place,0.481481481,-0.074074074,-0.218518519,California,CA,17519
Value,,1,1.017345965,-0.1%,-0.5%,Dublin,28,3.7%,86.7%,15,36.4%,-6.3%,11,1,-1,469.326517513,0.071155736,0.117729394,613750,0.023769808,0.042020374,442.565971519,0.038565093,0.056702039,$649K,0.9%,8.1%,0.5,0.1,-0.6,24,-11.1%,-4.0%,4/1/2017,30,4/30/2017,0.133333333,-0.048484848,0.008333333,Condo/Co-op,"Dublin, CA",place,0.607142857,-0.207671958,-0.126190476,California,CA,5159
Value,,1,1.113829209,3.4%,6.5%,Oakland,54,-19.4%,-23.9%,57,3.6%,-28.8%,12,-2,-5,451.824817518,0.013692929,0.164328797,399000,0,0.064000000,507.005289709,0.070637144,0.267513224,$457K,7.4%,15.6%,1.1,0.3,0,80,9.6%,-4.8%,4/1/2015,30,4/30/2015,0.105263158,-0.058373206,0.030263158,Condo/Co-op,"Oakland, CA",place,0.777777778,0.076285240,0.143974961,California,CA,13654
Value,,1,1.039667771,0.2%,-6.9%,Berkeley,4,-42.9%,-50.0%,9,125.0%,28.6%,77,55,58,452.309491327,0.585064550,-0.098999493,343500,-0.570087610,-0.084,349.226960539,-0.203384987,-0.150750652,$370K,-5.1%,-8.4%,2.3,1.7,1.4,6,500.0%,-14.3%,1/1/2014,30,1/31/2014,0.111111111,,-0.031746032,Condo/Co-op,"Berkeley, CA",place,0.25,-0.321428571,-0.375,California,CA,1590
Value,,1,1.139712953,2.3%,1.6%,Oakland,77,40.0%,-9.4%,65,14.0%,1.6%,14,0,0,529.871694931,0.049055803,0.159987994,508500,0.066037736,0.158314351,604.395604396,0.163869914,0.212244898,$532K,2.9%,8.6%,0.8,-0.2,0,78,0.0%,5.4%,6/1/2016,30,6/30/2016,0.092307692,-0.030499325,-0.017067308,Condo/Co-op,"Oakland, CA",place,0.896103896,0.059740260,0.037280367,California,CA,13654
Value,,1,1.025432357,-4.9%,-1.6%,Alameda,6,-25.0%,0.0%,9,50.0%,50.0%,32,18,17,513.929752066,0.073175955,0.079503474,695000,0.392785571,0.674698795,486.304069366,-0.097082273,-0.035884629,$486K,-1.5%,13.2%,1.5,0.7,0.5,7,0.0%,75.0%,11/1/2016,30,11/30/2016,0.111111111,-0.222222222,-0.222222222,Condo/Co-op,"Alameda, CA",place,0.5,-0.25,-0.5,California,CA,117
Value,,1,1.011506028,-0.2%,1.1%,Dublin,24,33.3%,41.2%,3,-72.7%,-72.7%,10,-3,-4,482.809986979,0.033900195,0.189334861,594400,-0.072626570,0.024827586,486.538798005,0.022313590,0.132612963,$696K,6.1%,13.0%,0.1,-0.5,-0.5,10,-50.0%,-28.6%,11/1/2017,30,11/30/2017,0.333333333,-0.030303030,0.151515152,Condo/Co-op,"Dublin, CA",place,0.666666667,0.055555556,0.372549020,California,CA,5159
Value,,1,1.074599463,-2.7%,-0.7%,Alameda,8,166.7%,-27.3%,6,-33.3%,-25.0%,14,1,-3,478.886756238,-0.064900972,0.043197200,499000,-0.139580998,0.075431034,538.591783864,0.036604735,0.063133347,$493K,12.6%,7.2%,0.8,-2.2,0.1,7,-36.4%,16.7%,10/1/2016,30,10/31/2016,0.333333333,0,0.208333333,Condo/Co-op,"Alameda, CA",place,0.75,-0.25,0.022727273,California,CA,117
Value,,1,1.074608565,-5.2%,-13.2%,Berkeley,12,20.0%,50.0%,10,0.0%,-9.1%,17,2,2,580.923645320,0.030171264,0.082841675,614500,-0.007269790,0.445882353,752.127062027,0.129034301,0.040619260,$676K,-13.6%,-10.2%,0.8,-0.2,-0.6,6,-45.5%,-14.3%,8/1/2016,30,8/31/2016,0.3,,0.209090909,Condo/Co-op,"Berkeley, CA",place,0.833333333,0.033333333,-0.041666667,California,CA,1590
Value,,1,1.060140195,0.5%,-2.5%,Oakland,59,-9.2%,-19.2%,83,-9.8%,93.0%,16,0,-2,566.912108462,0.062892986,0.127040653,549500,0.036792453,0.019480519,567.5,0.029535398,0.122185484,$550K,4.8%,7.8%,1.4,0,0.8,48,-35.1%,29.7%,11/1/2016,30,11/30/2016,0.156626506,-0.071634364,0.040347436,Condo/Co-op,"Oakland, CA",place,0.677966102,-0.040783898,-0.075458556,California,CA,13654
Value,,1,1.083123097,4.0%,3.1%,Fremont,19,-5.0%,11.8%,13,18.2%,-55.2%,10,-3,0,588.768115942,0.049585098,0.111408787,539000,-0.028828829,0.079079079,636.574074074,0.078185027,0.217158841,$657K,9.6%,51.7%,0.7,0.1,-1,27,22.7%,-28.9%,2/1/2018,30,2/28/2018,0.076923077,,0.007957560,Condo/Co-op,"Fremont, CA",place,0.789473684,-0.010526316,0.024767802,California,CA,6671
Value,,1,1.027623060,-3.2%,0.9%,San Ramon,21,16.7%,-22.2%,14,55.6%,-26.3%,9,1,0,553.530751708,-0.012775051,0.133250469,625000,-0.007857766,0.087145591,518.705763397,0.016903205,0.086552073,$705K,19.0%,23.7%,0.7,0.2,0,31,34.8%,34.8%,5/1/2018,30,5/31/2018,0.071428571,-0.150793651,-0.191729323,Condo/Co-op,"San Ramon, CA",place,0.761904762,-0.182539683,0.280423280,California,CA,17519
Value,,1,1.075741550,4.0%,6.7%,San Ramon,12,-14.3%,-29.4%,13,-38.1%,-78.3%,8,-3,-32,276.857654432,0.095264732,0.171402616,269000,-0.016723019,0.144680851,264.220535562,-0.004238742,0.134594064,$298K,53.2%,52.8%,1.1,-0.4,-2.4,19,5.6%,-38.7%,8/1/2012,30,8/31/2012,0.307692308,0.260073260,0.174358974,Condo/Co-op,"San Ramon, CA",place,0.833333333,0.404761905,0.303921569,California,CA,17519
Value,,1,1.041754362,-1.1%,-2.2%,Oakland,63,-24.1%,12.5%,78,-6.0%,-17.0%,16,-1,-3,395.926988694,-0.017677805,0.145425986,399000,0.072580645,0.334448161,448.036951501,0.050850304,0.238400688,$427K,8.1%,26.0%,1.2,0.2,-0.5,62,-20.5%,-23.5%,6/1/2014,30,6/30/2014,0.192307692,0.132066728,0.043371522,Condo/Co-op,"Oakland, CA",place,0.571428571,-0.043029260,-0.053571429,California,CA,13654
Value,,1,1.025234723,0.2%,5.3%,Oakland,52,23.8%,-14.8%,95,1.1%,-62.9%,41,4,-25,281.779661017,-0.065103394,0.358634906,295000,-0.013377926,0.372808161,253.466177368,0.052366625,0.194107324,$295K,10.3%,55.3%,1.8,-0.4,-2.4,70,25.0%,-9.1%,10/1/2012,30,10/31/2012,0.157894737,0.051511758,-0.115542763,Condo/Co-op,"Oakland, CA",place,0.423076923,-0.053113553,0.177175284,California,CA,13654
Value,,1,0.997792918,0.0%,-2.9%,Dublin,7,-41.7%,-30.0%,27,50.0%,92.9%,40,-29,19,380.414653784,-0.022281998,0.159422925,472475,0.126281287,0.168046972,388.327205882,0.053878256,0.208511580,$440K,10.6%,6.0%,3.9,2.4,2.5,26,85.7%,30.0%,2/1/2014,30,2/28/2014,0.074074074,-0.203703704,-0.068783069,Condo/Co-op,"Dublin, CA",place,0.428571429,0.095238095,-0.271428571,California,CA,5159
Value,,1,1.044766883,-2.9%,2.7%,Alameda,14,40.0%,55.6%,11,57.1%,10.0%,17,4,-25,343.562867956,0.048445963,0.350795372,379000,0.041208791,0.579166667,352.407559218,-0.056343042,0.414664631,$359K,4.8%,74.9%,0.8,0.1,-0.3,16,100.0%,45.5%,8/1/2013,30,8/31/2013,,,,Condo/Co-op,"Alameda, CA",place,0.642857143,0.042857143,-0.023809524,California,CA,117
Value,,1,1.018275041,3.2%,1.5%,Fremont,31,-31.1%,-16.2%,35,-32.7%,-70.6%,18,-5,-19,225,0.040890688,0.034606987,235000,0.044444444,0.099672438,221.354166667,0.100722905,-0.031786737,$213K,11.8%,-11.5%,1.1,-0.100000000,-2.1,29,-29.3%,-52.5%,5/1/2012,30,5/31/2012,0.285714286,0.228021978,0.100840336,Condo/Co-op,"Fremont, CA",place,0.612903226,0.212903226,0.207497820,California,CA,6671
Value,,1,1.037931409,2.6%,2.4%,Dublin,15,-37.5%,-34.8%,3,0.0%,-62.5%,8,-2,-21,575.227681363,0.191416286,0.188865058,570000,-0.041049798,-0.004366812,510.288065844,0.048812691,0.277862403,$620K,-10.9%,2.5%,0.2,0.1,-0.1,6,-40.0%,-25.0%,12/1/2017,30,12/31/2017,0.333333333,0,-0.041666667,Condo/Co-op,"Dublin, CA",place,0.733333333,0.066666667,0.385507246,California,CA,5159
Value,,1,1.065434470,3.9%,8.7%,Dublin,15,50.0%,-25.0%,18,28.6%,-43.8%,9,-12,-22,320.256132756,-0.023927447,0.298868035,350000,-0.134734240,0.078582435,353.525322741,0.100204776,0.579138727,$370K,-10.8%,13.7%,1.2,-0.2,-0.4,22,10.0%,-15.4%,3/1/2013,30,3/31/2013,0.055555556,-0.087301587,-0.069444444,Condo/Co-op,"Dublin, CA",place,0.8,0.1,0.5,California,CA,5159
Value,,1,0.998068612,-0.1%,-1.0%,San Ramon,11,0.0%,0.0%,9,-10.0%,-40.0%,8,-11,-65,480.305676856,0.083504064,0.168571131,549000,0.158227848,0.247727273,443.289224953,0.072473931,0.098165240,$469K,-17.7%,-6.2%,0.8,-0.1,-0.6,15,25.0%,-11.8%,2/1/2016,30,2/29/2016,,,,Condo/Co-op,"San Ramon, CA",place,0.363636364,0,0,California,CA,17519
Value,,1,1.059307838,0.3%,5.7%,San Ramon,18,-10.0%,0.0%,9,50.0%,-30.8%,8,0,-6,560.693641618,0.151174133,0.199884393,629950,0.147449909,0.145363636,510.083713851,-0.173590364,0.123371604,$593K,9.0%,8.1%,0.5,0.2,-0.2,23,21.1%,9.5%,4/1/2018,30,4/30/2018,0.222222222,-0.111111111,-0.008547009,Condo/Co-op,"San Ramon, CA",place,0.944444444,-0.055555556,0.388888889,California,CA,17519
Value,,1,1.036562646,-2.6%,2.1%,Dublin,22,29.4%,83.3%,14,-17.6%,-54.8%,9,1,-2,382.380711198,-0.016494303,0.058273269,567000,0.145454545,0.209243999,378.598173911,-0.072401322,0.089310853,$533K,-6.7%,12.0%,0.6,-0.4,-2,22,-15.4%,4.8%,4/1/2015,30,4/30/2015,0.071428571,0.012605042,-0.025345622,Condo/Co-op,"Dublin, CA",place,0.772727273,-0.168449198,0.106060606,California,CA,5159
Value,,1,1.060667573,0.3%,1.9%,Fremont,29,0.0%,-17.1%,21,-16.0%,-41.7%,11,0,-1,454.545454545,0.034920021,0.142074006,469000,0.044659762,0.172828392,449.409780776,-0.026746944,0.109696459,$465K,5.4%,10.7%,0.7,-0.2,-0.3,37,-7.5%,-9.8%,5/1/2015,30,5/31/2015,0.190476190,0.030476190,-0.059523810,Condo/Co-op,"Fremont, CA",place,0.896551724,0.103448276,0.039408867,California,CA,6671
Value,,1,1.006367350,-1.1%,5.1%,Berkeley,13,8.3%,44.4%,25,-3.8%,-50.0%,18,4,-44,401.982378855,-0.041645550,0.137035872,368000,-0.077694236,-0.056410256,341.167774426,-0.177042138,0.145476406,$370K,-13.0%,8.8%,1.9,-0.3,-3.7,11,-42.1%,22.2%,7/1/2012,30,7/31/2012,0.2,-0.146153846,-0.14,Condo/Co-op,"Berkeley, CA",place,0.461538462,-0.288461538,0.461538462,California,CA,1590
Value,,1,1.000814716,0.3%,-0.8%,Dublin,17,-10.5%,0.0%,11,-35.3%,0.0%,14,-16,-5,405.949579832,-0.020548146,-0.060064795,580000,-0.014443500,0.058394161,429.571984436,0.026528915,0.002994495,$616K,8.5%,5.3%,0.6,-0.3,0,14,-12.5%,55.6%,11/1/2016,30,11/30/2016,0.181818182,-0.171122995,-0.181818182,Condo/Co-op,"Dublin, CA",place,0.294117647,0.030959752,-0.294117647,California,CA,5159
Value,,1,1.015781909,0.0%,-3.7%,Fremont,22,-8.3%,-18.5%,30,-9.1%,25.0%,13,-10,-12,352.010775862,-0.061755894,0.366490432,341000,-0.075880759,0.265306122,369.984948245,0.094595888,0.395394349,$373K,13.7%,43.3%,1.4,0,0.5,29,-12.1%,11.5%,11/1/2013,30,11/30/2013,0.2,-0.133333333,0.116666667,Condo/Co-op,"Fremont, CA",place,0.590909091,-0.117424242,-0.075757576,California,CA,6671
Value,,1,1.015716419,1.6%,-1.4%,San Ramon,12,9.1%,-20.0%,15,-6.3%,150.0%,12,-1,1,379.346733668,-0.034554304,-0.001397636,398500,-0.073040242,0.008860759,385.100007429,0.041983238,0.089531914,$407K,-6.4%,1.6%,1.3,-0.2,0.9,20,25.0%,81.8%,3/1/2014,30,3/31/2014,0.2,0.075,0.033333333,Condo/Co-op,"San Ramon, CA",place,0.75,0.477272727,-0.05,California,CA,17519
Value,,1,1.014931652,-2.1%,0.4%,Fremont,21,-41.7%,0.0%,28,-15.2%,7.7%,13,-1,-3,499.246658566,0.006706766,0.189261121,449950,0.084216867,0.153720907,476.434426230,-0.029100150,0.119259184,$480K,3.1%,24.4%,1.3,0.4,0.1,23,-20.7%,9.5%,11/1/2015,30,11/30/2015,0.214285714,0.123376623,-0.016483516,Condo/Co-op,"Fremont, CA",place,0.666666667,-0.111111111,0.190476190,California,CA,6671
Value,,1,1.028164410,2.2%,-1.2%,Fremont,28,16.7%,7.7%,19,-34.5%,-5.0%,21,-4,7,498.573466476,0.063056432,0.153968261,500000,0.052631579,0.111387723,504.626092861,-0.022813082,0.152695023,$424K,1.9%,3.7%,0.7,-0.5,-0.1,31,-11.4%,-6.1%,2/1/2016,30,2/29/2016,0.421052632,0.352087114,0.321052632,Condo/Co-op,"Fremont, CA",place,0.642857143,0.226190476,-0.087912088,California,CA,6671
Value,,1,1.044016725,0.5%,-5.4%,Fremont,27,3.8%,-12.9%,43,87.0%,95.5%,11,-2,0,405.240537241,0.084255618,0.157366974,414444,0.07928125,0.184294899,406.457739791,0.064607791,0.209494038,$416K,9.5%,28.0%,1.6,0.7,0.9,52,67.7%,40.5%,4/1/2014,30,4/30/2014,0.116279070,0.072800809,-0.020084567,Condo/Co-op,"Fremont, CA",place,0.888888889,0.158119658,0.082437276,California,CA,6671
Value,,1,1.028300300,0.0%,2.6%,San Ramon,18,12.5%,5.9%,4,-20.0%,-55.6%,10,2,-1,419.722497522,-0.211617957,-0.056314669,528000,-0.134426230,-0.302097804,574.905044313,0.016595662,0.263297838,$577K,-13.0%,3.9%,0.2,-0.1,-0.3,7,-58.8%,133.3%,12/1/2017,30,12/31/2017,0.25,,0.027777778,Condo/Co-op,"San Ramon, CA",place,0.833333333,-0.041666667,0.303921569,California,CA,17519
Value,,1,1.014805075,-0.4%,-0.2%,San Ramon,23,76.9%,21.1%,19,0.0%,35.7%,9,2,-4,451.683819325,-0.088425124,-0.058182828,549990,0.083777526,0.032893563,501.949317739,0.003898635,0.042884990,$545K,1.9%,5.8%,0.8,-0.7,0.1,27,22.7%,22.7%,3/1/2017,30,3/31/2017,0.210526316,0,-0.146616541,Condo/Co-op,"San Ramon, CA",place,0.652173913,-0.040133779,0.125858124,California,CA,17519
Value,,1,1.181824852,13.5%,16.4%,Berkeley,7,250.0%,133.3%,12,9.1%,,13,-52,-2,762.093951657,0.169606028,0.309232901,724000,-0.046113307,0.172469636,731.092436975,-0.069357944,0.079231693,$870K,-19.0%,12.3%,1.7,-3.8,,8,-33.3%,300.0%,2/1/2018,30,2/28/2018,0.166666667,,,Condo/Co-op,"Berkeley, CA",place,1,0.5,0.333333333,California,CA,1590
Value,,1,1.002423790,-0.3%,-1.7%,San Ramon,17,41.7%,13.3%,9,-35.7%,0.0%,11,-4,-4,444.769547325,-0.070763805,-0.123928669,756553,0.592743158,0.666416300,455.082742317,-0.059846208,-0.033370545,$555K,7.9%,8.8%,0.5,-0.7,-0.1,3,-80.0%,-62.5%,12/1/2016,30,12/31/2016,0.222222222,0.079365079,,Condo/Co-op,"San Ramon, CA",place,0.529411765,0.029411765,-0.137254902,California,CA,17519
Value,,1,1.080078131,3.7%,3.9%,Oakland,67,59.5%,26.4%,55,14.6%,-36.0%,14,-12,-3,445.721583653,0.077234930,0.111002318,399000,0.036363636,0.064283809,473.554735547,0.128896318,0.193346062,$425K,10.4%,7.6%,0.8,-0.3,-0.8,73,19.7%,-12.0%,3/1/2015,30,3/31/2015,0.163636364,0.080303030,-0.010782241,Condo/Co-op,"Oakland, CA",place,0.701492537,0.130063966,0.078851028,California,CA,13654
Value,,1,1.021263655,0.4%,-0.5%,Dublin,21,-25.0%,10.5%,19,26.7%,0.0%,7,-4,-2,447.239263804,-0.047061593,0.054838511,599900,-0.022566191,0.080910639,508.025682183,0.147909498,0.109645479,$622K,-4.1%,5.8%,0.9,0.4,-0.1,31,29.2%,3.3%,5/1/2017,30,5/31/2017,0.105263158,-0.028070175,-0.052631579,Condo/Co-op,"Dublin, CA",place,0.666666667,0.059523810,-0.122807018,California,CA,5159
Value,,1,1.013918089,1.3%,1.0%,Dublin,19,-32.1%,0.0%,24,-29.4%,-22.6%,22,8,9,383.971512579,0.039480890,0.095198881,484975,-0.027716520,0.170165279,372.670807453,0.034750268,0.085129704,$448K,-10.1%,-4.0%,1.3,0.1,-0.3,16,-30.4%,-38.5%,8/1/2014,30,8/31/2014,0.208333333,-0.026960784,-0.211021505,Condo/Co-op,"Dublin, CA",place,0.631578947,0.238721805,0.157894737,California,CA,5159
Value,,1,1.035814105,-0.1%,2.8%,Dublin,27,22.7%,42.1%,21,50.0%,-30.0%,8,-1,-14,415.069084629,0.085486460,0.101555349,509750,-0.100970018,0.024738463,414.563806777,0.094996847,0.154183326,$552K,3.7%,18.5%,0.8,0.2,-0.8,24,9.1%,-7.7%,5/1/2015,30,5/31/2015,0.095238095,0.023809524,-0.071428571,Condo/Co-op,"Dublin, CA",place,0.851851852,0.079124579,0.378167641,California,CA,5159
Value,,1,1.038961039,4.1%,2.8%,Alameda,1,-83.3%,-85.7%,6,20.0%,200.0%,11,-9,-1,404.338251289,0.081497988,0.335866789,374444,-0.031192755,0.152135385,357.142857143,0.038485034,0.188991806,$400K,-8.4%,15.9%,6,5.2,5.7,6,0.0%,-14.3%,2/1/2014,30,2/28/2014,,,,Condo/Co-op,"Alameda, CA",place,1,0.666666667,0.571428571,California,CA,117
Value,,1,1.027347360,0.5%,3.4%,Dublin,11,-42.1%,10.0%,8,-20.0%,-68.0%,43,30,27,305.404151404,0.047054019,0.252157021,405000,-0.123376623,0.35,271.759493671,-0.061991425,0.156539264,$380K,11.8%,18.8%,0.7,0.2,-1.8,14,75.0%,-6.7%,1/1/2013,30,1/31/2013,,,,Condo/Co-op,"Dublin, CA",place,0.909090909,0.224880383,0.709090909,California,CA,5159
Value,,1,1.060881200,1.2%,-1.4%,Alameda,11,10.0%,57.1%,10,-16.7%,100.0%,15,-1,1,512.987012987,-0.107000897,0.073444466,499500,0.169789227,-0.088503650,549.215406562,-0.049924232,0.109510086,$525K,-17.2%,10.3%,0.9,-0.3,0.2,9,12.5%,28.6%,5/1/2017,30,5/31/2017,0.3,0.133333333,,Condo/Co-op,"Alameda, CA",place,0.727272727,-0.172727273,-0.129870130,California,CA,117
Value,,1,1.064925368,-5.3%,2.7%,Berkeley,8,-11.1%,14.3%,11,-42.1%,175.0%,16,2,-6,585.417417417,-0.002563296,1.051525368,389888,-0.121653298,-0.512030038,444.634076615,-0.198769394,0.014246380,$558K,11.5%,42.9%,1.4,-0.7,0.8,1,-87.5%,0.0%,12/1/2014,30,12/31/2014,0.090909091,0.038277512,,Condo/Co-op,"Berkeley, CA",place,0.75,-0.138888889,0.178571429,California,CA,1590
Value,,1,1.068530776,1.2%,-3.5%,Oakland,38,-9.5%,5.6%,68,30.8%,33.3%,14,-10,0,540.458827231,-0.012294593,0.054062132,587000,0.118095238,0.351152277,563.197713405,0.061254647,-0.005017373,$557K,5.1%,-0.5%,1.8,0.6,0.4,66,32.0%,3.1%,2/1/2017,30,2/28/2017,0.044117647,-0.052036199,-0.034313725,Condo/Co-op,"Oakland, CA",place,0.657894737,0.038847118,-0.203216374,California,CA,13654
Value,,1,1.015907689,-2.8%,-1.9%,Alameda,8,-33.3%,100.0%,9,12.5%,-10.0%,30,5,7,599.721336441,0.025182769,0.093610168,594475,-0.316687548,0.241230634,560.538116592,0.028481754,0.109860263,$721K,52.5%,5.2%,1.1,0.4,-1.4,12,33.3%,50.0%,1/1/2018,30,1/31/2018,,,,Condo/Co-op,"Alameda, CA",place,0.375,-0.375,-0.375,California,CA,117
Value,,1,1.043896876,0.4%,2.5%,Dublin,11,-26.7%,-59.3%,10,-16.7%,-9.1%,8,0,-2,518.640026420,0.127252461,0.183705200,678888,-0.063602759,0.132423686,500.770416025,-0.010015408,0.175152875,$688K,5.8%,7.0%,0.9,0.1,0.5,23,35.3%,-14.8%,3/1/2018,30,3/31/2018,0.1,,-0.081818182,Condo/Co-op,"Dublin, CA",place,0.818181818,-0.048484848,0.003367003,California,CA,5159
Value,,1,1.064859866,0.5%,-3.7%,Alameda,6,-57.1%,100.0%,17,70.0%,88.9%,15,-7,2,581.577754817,0.139265281,0.135618779,612000,-0.204161248,0.055263385,579.570592062,0.097249963,0.115474907,$742K,34.6%,69.3%,2.8,2.1,-0.2,16,33.3%,45.5%,9/1/2017,30,9/30/2017,0.117647059,-0.182352941,-0.215686275,Condo/Co-op,"Alameda, CA",place,1,0.357142857,0,California,CA,117
Value,,1,0.997490714,-3.6%,-0.7%,Alameda,6,-25.0%,0.0%,5,150.0%,25.0%,20,1,-10,373.868704092,0.130096286,0.390291699,386500,0.141802068,0.058904110,343.907563025,0.041470569,0.271119739,$437K,10.5%,34.3%,0.8,0.5,0.1,6,50.0%,20.0%,1/1/2014,30,1/31/2014,,,,Condo/Co-op,"Alameda, CA",place,0.333333333,-0.541666667,-0.333333333,California,CA,117
Value,,1,1.063442347,0.1%,4.0%,Oakland,56,-13.8%,33.3%,113,32.9%,20.2%,17,0,-20,343.938182975,-0.046638558,0.141127925,390000,0.211390801,0.304347826,378.476949022,0.008750546,0.571399047,$418K,32.5%,56.1%,2,0.7,-0.2,88,33.3%,57.1%,9/1/2013,30,9/30/2013,0.115044248,0.009161895,0.008661269,Condo/Co-op,"Oakland, CA",place,0.607142857,-0.085164835,0.130952381,California,CA,13654
Value,,1,1.064175594,-4.1%,5.5%,Oakland,56,-3.4%,-11.1%,94,20.5%,-25.4%,19,4,-19,345.659163987,-0.014563482,0.412120490,299000,-0.138328530,0.251046025,361.786743188,0.129213168,0.685035444,$339K,8.1%,59.9%,1.7,0.4,-0.3,81,3.8%,11.0%,6/1/2013,30,6/30/2013,0.148936170,0.046372068,-0.049476528,Condo/Co-op,"Oakland, CA",place,0.625,-0.116379310,0.164682540,California,CA,13654
Value,,1,1.024048080,-2.0%,0.7%,Dublin,21,90.9%,-25.0%,15,50.0%,0.0%,12,4,1,458.318990247,-0.116306172,-0.023453879,724900,0.067775539,0.181099796,501.996577296,0.002448550,0.134286433,$714K,3.8%,10.1%,0.7,-0.2,0.2,25,8.7%,4.2%,4/1/2018,30,4/30/2018,0.266666667,0.166666667,0.133333333,Condo/Co-op,"Dublin, CA",place,0.809523810,-0.008658009,0.202380952,California,CA,5159
Value,,1,1.013039169,1.1%,-1.3%,Dublin,15,-31.8%,-40.0%,18,12.5%,-33.3%,16,4,7,437.596302003,0.009687333,0.068437686,579000,0.102857143,0.062385321,406.892382104,-0.000725912,-0.059391636,$579K,-6.7%,5.2%,1.2,0.5,0.100000000,19,46.2%,-24.0%,9/1/2016,30,9/30/2016,0.388888889,-0.173611111,0.351851852,Condo/Co-op,"Dublin, CA",place,0.466666667,-0.033333333,-0.373333333,California,CA,5159
Value,,1,1.088912777,0.3%,-1.8%,Oakland,56,-12.5%,-25.3%,93,25.7%,3.3%,16,0,1,520.527859238,0.017510032,0.123933059,549000,0.100200401,0.146137787,560.686015831,-0.016691527,0.073734633,$500K,-13.4%,0.0%,1.7,0.5,0.5,85,23.2%,-4.5%,9/1/2016,30,9/30/2016,0.182795699,0.007120023,0.071684588,Condo/Co-op,"Oakland, CA",place,0.767857143,0.017857143,-0.085476190,California,CA,13654
Value,,1,1.032323384,-1.4%,0.3%,Fremont,36,-7.7%,-5.3%,37,15.6%,5.7%,21,10,6,484.146924343,0.011796906,0.192771282,477000,0.017300507,0.192529813,506.223880110,0.032696715,0.208136822,$503K,2.6%,27.2%,1,0.2,0.1,38,-19.1%,15.2%,9/1/2015,30,9/30/2015,0.243243243,0.086993243,-0.013899614,Condo/Co-op,"Fremont, CA",place,0.638888889,-0.258547009,-0.019005848,California,CA,6671
Value,,1,1.071800711,-3.6%,6.2%,Alameda,13,116.7%,30.0%,2,-80.0%,-86.7%,10,-2,-9,338.225807796,0.132406312,0.326736909,349475,0.227089185,0.478008036,343.464827705,-0.069259292,0.341579052,$305K,-16.7%,2.0%,0.2,-1.5,-1.3,8,-50.0%,33.3%,5/1/2013,30,5/31/2013,,,,Condo/Co-op,"Alameda, CA",place,0.769230769,-0.230769231,0.269230769,California,CA,117
Value,,1,1.007131808,-2.8%,-5.2%,San Ramon,22,100.0%,29.4%,28,-20.0%,300.0%,18,6,6,375.634517766,0.056153209,0.496419851,370000,-0.059600966,0.481481481,342.020353117,-0.149273512,0.152412527,$350K,-14.6%,11.5%,1.3,-1.9,0.9,17,-39.3%,21.4%,10/1/2013,30,10/31/2013,0.428571429,0.085714286,,Condo/Co-op,"San Ramon, CA",place,0.363636364,-0.272727273,-0.518716578,California,CA,17519
Value,,1,1.208440653,7.5%,6.7%,Berkeley,11,57.1%,37.5%,5,-16.7%,-68.8%,15,-1,-4,629.501066106,0.169048702,0.041433235,592000,-0.153075823,0.048715678,652.024708305,-0.062316258,-0.041117541,$751K,17.3%,23.6%,0.5,-0.4,-1.5,10,25.0%,-44.4%,5/1/2016,30,5/31/2016,0.2,,,Condo/Co-op,"Berkeley, CA",place,1,0.285714286,0.25,California,CA,1590
Value,,1,1.018520767,2.6%,2.0%,San Ramon,13,30.0%,18.2%,19,35.7%,111.1%,7,-22,-1,495.498319498,0.083289972,0.031631195,507475,-0.152796327,-0.075637523,500,-0.055168209,0.127931770,$535K,10.7%,14.1%,1.5,0.1,0.7,22,15.8%,46.7%,2/1/2017,30,2/28/2017,0.210526316,,,Condo/Co-op,"San Ramon, CA",place,0.692307692,0.492307692,0.328671329,California,CA,17519
Value,,1,1.022242613,-0.4%,-0.2%,Dublin,25,31.6%,38.9%,19,0.0%,11.8%,8,-1,-3,412.828931573,-0.026320158,-0.023116381,599950,0.081000730,0.1999,433.482810164,-0.053173378,0.013484783,$625K,6.3%,15.1%,0.8,-0.2,-0.1,37,23.3%,94.7%,6/1/2016,30,6/30/2016,0.157894737,0,-0.018575851,Condo/Co-op,"Dublin, CA",place,0.76,-0.029473684,0.148888889,California,CA,5159
